loss,mae,mse,val_loss,val_mae,val_mse,learning_rate
0.16853399574756622,0.4793272018432617,0.33446764945983887,0.15889722108840942,0.4639393985271454,0.311677485704422,0.0024999999441206455
0.1689615696668625,0.4789387583732605,0.3351334035396576,0.15980041027069092,0.4643516540527344,0.3138093054294586,0.0024999999441206455
0.16833524405956268,0.47857484221458435,0.3342370092868805,0.16162265837192535,0.4653700292110443,0.31680577993392944,0.0024999999441206455
0.16953901946544647,0.47905489802360535,0.33571696281433105,0.15900467336177826,0.46201688051223755,0.3116128444671631,0.0024999999441206455
0.16574837267398834,0.4765523672103882,0.32958510518074036,0.15805788338184357,0.46267205476760864,0.31126868724823,0.0012499999720603228
0.16505670547485352,0.4773285984992981,0.3286817967891693,0.15849590301513672,0.4644300937652588,0.3123989403247833,0.0012499999720603228
0.16622285544872284,0.47907719016075134,0.3313230574131012,0.15816661715507507,0.4626799523830414,0.3118630647659302,0.0012499999720603228
0.16458240151405334,0.4750639796257019,0.3285854458808899,0.15911202132701874,0.4654539227485657,0.31431692838668823,0.0012499999720603228
0.16401048004627228,0.4741915762424469,0.32705098390579224,0.1585685759782791,0.4676651656627655,0.3134498596191406,0.0012499999720603228
0.16399019956588745,0.4740114212036133,0.3275550901889801,0.15814752876758575,0.4653690755367279,0.31250783801078796,0.0012499999720603228
0.16304057836532593,0.47405320405960083,0.3251067101955414,0.15821917355060577,0.4597967863082886,0.312322735786438,0.0012499999720603228
0.1647621989250183,0.47524696588516235,0.3286982774734497,0.15805597603321075,0.4594310522079468,0.3120887875556946,0.0012499999720603228
0.16445697844028473,0.4764682650566101,0.3280285596847534,0.1583447903394699,0.46785086393356323,0.3125898838043213,0.0012499999720603228
0.16241194307804108,0.4726652204990387,0.32340848445892334,0.15787796676158905,0.4612978994846344,0.3115660548210144,0.0012499999720603228
0.16420283913612366,0.4753406047821045,0.3277008831501007,0.15704435110092163,0.4638345241546631,0.3103482127189636,0.0012499999720603228
0.16196893155574799,0.4732489287853241,0.3229626417160034,0.1577066332101822,0.4616861045360565,0.311423122882843,0.0012499999720603228
0.1633063703775406,0.47063395380973816,0.3255799114704132,0.1583690196275711,0.4665527641773224,0.3129659593105316,0.0012499999720603228
0.160867840051651,0.4732850193977356,0.32029327750205994,0.15804997086524963,0.46803542971611023,0.31244799494743347,0.0012499999720603228
0.16414125263690948,0.475936621427536,0.32711532711982727,0.16000932455062866,0.47332900762557983,0.31629669666290283,0.0012499999720603228
0.16391831636428833,0.4748258590698242,0.3269186317920685,0.15811820328235626,0.46684643626213074,0.3126484751701355,0.0012499999720603228
0.16269542276859283,0.47370588779449463,0.3241606652736664,0.15897320210933685,0.4724481999874115,0.31460583209991455,0.0012499999720603228
0.16238854825496674,0.4753115773200989,0.3235536217689514,0.16041116416454315,0.4723626375198364,0.31695640087127686,0.0012499999720603228
0.16319061815738678,0.4752661883831024,0.3250240981578827,0.16192802786827087,0.4676905572414398,0.3200037479400635,0.0012499999720603228
0.16343237459659576,0.47789517045021057,0.3254609704017639,0.16034485399723053,0.4712156653404236,0.3169477581977844,0.0012499999720603228
0.1641266644001007,0.47833511233329773,0.3273387849330902,0.15917129814624786,0.4692766070365906,0.3147120773792267,0.0012499999720603228
0.15930010378360748,0.47032999992370605,0.3168667256832123,0.15958666801452637,0.46796929836273193,0.315993994474411,0.0006249999860301614
0.16053125262260437,0.4705810546875,0.3195495903491974,0.15973787009716034,0.4662618935108185,0.3162974417209625,0.0006249999860301614
0.159391850233078,0.46918463706970215,0.3174585998058319,0.16046732664108276,0.46571817994117737,0.31774091720581055,0.0006249999860301614
0.1586155742406845,0.4694859981536865,0.3160780072212219,0.1594308316707611,0.4681088924407959,0.3159542977809906,0.0006249999860301614
0.16051560640335083,0.47159430384635925,0.3203882575035095,0.16039909422397614,0.47457078099250793,0.318730890750885,0.0006249999860301614
0.1595800817012787,0.4718046486377716,0.3180413544178009,0.1597367823123932,0.4697527289390564,0.3171514570713043,0.0006249999860301614
0.1590428650379181,0.47065746784210205,0.31752243638038635,0.16035084426403046,0.4708772599697113,0.31867796182632446,0.0006249999860301614
0.159254252910614,0.4693511724472046,0.31777045130729675,0.15957683324813843,0.46701768040657043,0.3165031373500824,0.0006249999860301614
0.158640056848526,0.4671823978424072,0.31603795289993286,0.1607806533575058,0.46480250358581543,0.3187301754951477,0.0006249999860301614
0.15891426801681519,0.4684416651725769,0.3167114555835724,0.16019794344902039,0.46706870198249817,0.3178073763847351,0.0006249999860301614
0.15798883140087128,0.46457818150520325,0.3148442804813385,0.15986353158950806,0.46620312333106995,0.3173287808895111,0.0003124999930150807
0.15751612186431885,0.4659003019332886,0.31409648060798645,0.16046857833862305,0.46753132343292236,0.3189576268196106,0.0003124999930150807
0.1571737825870514,0.4674309492111206,0.3136666417121887,0.16032934188842773,0.46913832426071167,0.31884995102882385,0.0003124999930150807
0.1565544754266739,0.4655468463897705,0.31215938925743103,0.159554123878479,0.4668735861778259,0.3170826733112335,0.0003124999930150807
0.15606077015399933,0.46666377782821655,0.3112143278121948,0.1596030592918396,0.4677521884441376,0.31728270649909973,0.0003124999930150807
0.15539903938770294,0.4671875238418579,0.30959999561309814,0.15935997664928436,0.47080492973327637,0.31704771518707275,0.0003124999930150807
0.1575596183538437,0.468910813331604,0.31473079323768616,0.15924939513206482,0.4683073163032532,0.3166305124759674,0.0003124999930150807
0.1573481410741806,0.468524694442749,0.3142826557159424,0.15971283614635468,0.4695805609226227,0.3177235424518585,0.0003124999930150807
0.15743064880371094,0.46765050292015076,0.3146780729293823,0.15943093597888947,0.46847233176231384,0.316897988319397,0.0003124999930150807
0.15702858567237854,0.46742236614227295,0.3135308623313904,0.1596241593360901,0.4696100354194641,0.31764745712280273,0.0003124999930150807
