loss,mae,mse,val_loss,val_mae,val_mse,learning_rate
0.6932496428489685,0.83282870054245,1.2910282611846924,0.44801539182662964,0.5447114706039429,0.4804452955722809,0.004999999888241291
0.4739895761013031,0.6204681992530823,0.606892466545105,0.3827987015247345,0.5137044191360474,0.4427652359008789,0.004999999888241291
0.38968589901924133,0.5753238797187805,0.5165732502937317,0.3029843270778656,0.4750799834728241,0.36325573921203613,0.004999999888241291
0.3334364593029022,0.548584520816803,0.46824824810028076,0.26084837317466736,0.46037212014198303,0.33644530177116394,0.004999999888241291
0.2980828583240509,0.5386226773262024,0.4482037425041199,0.2456151843070984,0.47103041410446167,0.35096287727355957,0.004999999888241291
0.26578131318092346,0.5225474834442139,0.41924431920051575,0.22402846813201904,0.462855726480484,0.34105801582336426,0.004999999888241291
0.24562636017799377,0.5166590213775635,0.40492966771125793,0.21030637621879578,0.4755690097808838,0.34273478388786316,0.004999999888241291
0.2272191047668457,0.49860039353370667,0.3813995122909546,0.21025973558425903,0.46143803000450134,0.3466584384441376,0.004999999888241291
0.2215999811887741,0.5009961128234863,0.38248562812805176,0.19534806907176971,0.4776040315628052,0.3359794318675995,0.004999999888241291
0.20842097699642181,0.4963793158531189,0.3728986978530884,0.194005087018013,0.4810122549533844,0.34789156913757324,0.004999999888241291
0.2006223350763321,0.4910627007484436,0.3658895492553711,0.1818515658378601,0.4693378508090973,0.3290533721446991,0.004999999888241291
0.20068126916885376,0.493286669254303,0.36864471435546875,0.18881721794605255,0.480579137802124,0.34412604570388794,0.004999999888241291
0.1991245299577713,0.49463117122650146,0.36908459663391113,0.18121860921382904,0.4729820191860199,0.3327983617782593,0.004999999888241291
0.19814810156822205,0.4903928339481354,0.3675123155117035,0.189596027135849,0.48905009031295776,0.34737274050712585,0.004999999888241291
0.19709821045398712,0.4883652627468109,0.36528217792510986,0.17787352204322815,0.4698382616043091,0.3298688530921936,0.004999999888241291
0.19352608919143677,0.4888158142566681,0.3644496500492096,0.17749014496803284,0.4752764403820038,0.32995831966400146,0.004999999888241291
0.19561031460762024,0.4900842308998108,0.3677203059196472,0.17869116365909576,0.4650716483592987,0.32758548855781555,0.004999999888241291
0.19539248943328857,0.49226975440979004,0.3674742579460144,0.17559468746185303,0.47152194380760193,0.32415279746055603,0.004999999888241291
0.1926763355731964,0.4934763014316559,0.3657964766025543,0.17331752181053162,0.4724770486354828,0.3254508674144745,0.004999999888241291
0.1929681897163391,0.48967453837394714,0.3654433488845825,0.17120103538036346,0.4637555181980133,0.3206942081451416,0.004999999888241291
0.18932490050792694,0.4881924092769623,0.3602043092250824,0.1789184808731079,0.4763657748699188,0.3356046974658966,0.004999999888241291
0.19116948544979095,0.48910826444625854,0.361237496137619,0.17648684978485107,0.4643172025680542,0.33405715227127075,0.004999999888241291
0.19017340242862701,0.4868617653846741,0.3607989251613617,0.17196446657180786,0.46942633390426636,0.32726556062698364,0.004999999888241291
0.18798059225082397,0.4897797107696533,0.3604702055454254,0.1746438592672348,0.4734759032726288,0.33216044306755066,0.004999999888241291
0.18549156188964844,0.4876074492931366,0.3581011891365051,0.17819201946258545,0.48396074771881104,0.3434551954269409,0.004999999888241291
0.18459194898605347,0.48648601770401,0.3555375039577484,0.16654975712299347,0.4672103524208069,0.3183576464653015,0.004999999888241291
0.18521179258823395,0.4897034466266632,0.3571944832801819,0.16890378296375275,0.47364720702171326,0.3228057622909546,0.004999999888241291
0.18367931246757507,0.48519763350486755,0.3533834218978882,0.17106275260448456,0.47790536284446716,0.3301613926887512,0.004999999888241291
0.18310780823230743,0.48274174332618713,0.35459640622138977,0.16558720171451569,0.465600848197937,0.3167770802974701,0.004999999888241291
0.18381638824939728,0.48553797602653503,0.3548928201198578,0.16679070889949799,0.46483609080314636,0.3183037340641022,0.004999999888241291
0.1831071972846985,0.4849604368209839,0.35406193137168884,0.1744379997253418,0.48028141260147095,0.33394986391067505,0.004999999888241291
0.18328896164894104,0.4861622750759125,0.3547649681568146,0.16584402322769165,0.4699268341064453,0.3182009756565094,0.004999999888241291
0.18241570889949799,0.4872152805328369,0.3531062602996826,0.166365846991539,0.47625744342803955,0.3156336843967438,0.004999999888241291
0.18214640021324158,0.48551058769226074,0.35177841782569885,0.16634398698806763,0.4581334590911865,0.3162924647331238,0.004999999888241291
0.18174152076244354,0.4859268069267273,0.35144585371017456,0.1677701324224472,0.48433545231819153,0.32021889090538025,0.004999999888241291
0.18101930618286133,0.48533958196640015,0.35012587904930115,0.1648341417312622,0.4706922173500061,0.31610000133514404,0.004999999888241291
0.17987996339797974,0.48356136679649353,0.34939488768577576,0.16898006200790405,0.4805202782154083,0.32535308599472046,0.004999999888241291
0.17929670214653015,0.4848354756832123,0.3469339609146118,0.16774104535579681,0.4778752624988556,0.32089683413505554,0.004999999888241291
0.1793859452009201,0.48257845640182495,0.3461761176586151,0.16630567610263824,0.4798221290111542,0.3205627202987671,0.004999999888241291
0.17787060141563416,0.48697444796562195,0.3447786569595337,0.16584369540214539,0.4789479970932007,0.31991270184516907,0.004999999888241291
0.17742608487606049,0.48136475682258606,0.3443799316883087,0.16503417491912842,0.47004836797714233,0.31722283363342285,0.004999999888241291
0.17763765156269073,0.4844084680080414,0.34714275598526,0.16933105885982513,0.482462078332901,0.3292992115020752,0.004999999888241291
0.17647291719913483,0.48182815313339233,0.3452410101890564,0.16332392394542694,0.4717161953449249,0.3156493902206421,0.004999999888241291
0.17736774682998657,0.4818668067455292,0.34479355812072754,0.16619163751602173,0.47108182311058044,0.3223593533039093,0.004999999888241291
0.17882221937179565,0.4862988591194153,0.3484771251678467,0.16351039707660675,0.4679923355579376,0.31692492961883545,0.004999999888241291
0.17798861861228943,0.4855192303657532,0.34838032722473145,0.16616161167621613,0.48179951310157776,0.3222000002861023,0.004999999888241291
0.1772918552160263,0.4832921624183655,0.34588542580604553,0.16377796232700348,0.4728018045425415,0.316465824842453,0.004999999888241291
0.1784674972295761,0.48214054107666016,0.34794899821281433,0.1631699502468109,0.46589091420173645,0.31503981351852417,0.004999999888241291
0.17878293991088867,0.4827982187271118,0.3486528694629669,0.1619614213705063,0.46272528171539307,0.3117173910140991,0.004999999888241291
0.1768730878829956,0.4832071363925934,0.3463773727416992,0.16250820457935333,0.471884161233902,0.31637272238731384,0.004999999888241291
0.17831577360630035,0.4836713373661041,0.3485561013221741,0.16728460788726807,0.4783459007740021,0.3235110342502594,0.004999999888241291
0.17868615686893463,0.48591431975364685,0.3492414355278015,0.16340741515159607,0.4747922420501709,0.3177414536476135,0.004999999888241291
0.17861439287662506,0.48430901765823364,0.34783831238746643,0.1654501110315323,0.46232128143310547,0.31855887174606323,0.004999999888241291
0.17951537668704987,0.48399779200553894,0.34911757707595825,0.16459499299526215,0.47863277792930603,0.317404180765152,0.004999999888241291
0.1793801635503769,0.48679879307746887,0.34817585349082947,0.16569940745830536,0.47061243653297424,0.3182772099971771,0.004999999888241291
0.17846965789794922,0.4887022376060486,0.34686794877052307,0.16489094495773315,0.4782755374908447,0.31965741515159607,0.004999999888241291
0.17825254797935486,0.48628878593444824,0.3479694724082947,0.16603222489356995,0.48176413774490356,0.32125067710876465,0.004999999888241291
0.1776697188615799,0.48696938157081604,0.3470359742641449,0.163131445646286,0.47277092933654785,0.3153374195098877,0.004999999888241291
0.17930567264556885,0.48362159729003906,0.34919288754463196,0.16313429176807404,0.4694977104663849,0.3136056065559387,0.004999999888241291
0.17321771383285522,0.4801316559314728,0.34125176072120667,0.1601778268814087,0.4636989235877991,0.3125859200954437,0.0024999999441206455
0.1721407175064087,0.4812498986721039,0.3399356007575989,0.1598178744316101,0.4695444107055664,0.3127359449863434,0.0024999999441206455
0.17147913575172424,0.483959436416626,0.3396884799003601,0.16165657341480255,0.47145453095436096,0.31694623827934265,0.0024999999441206455
0.1702619194984436,0.48190611600875854,0.33743441104888916,0.1586657464504242,0.46859732270240784,0.31137722730636597,0.0024999999441206455
0.17048488557338715,0.48140284419059753,0.3385137617588043,0.1591780185699463,0.4684719145298004,0.3122701942920685,0.0024999999441206455
0.170347198843956,0.4791252017021179,0.3371635377407074,0.1598367840051651,0.4640573263168335,0.31302639842033386,0.0024999999441206455
0.1702514886856079,0.48072582483291626,0.33758604526519775,0.15946881473064423,0.4645664691925049,0.31212884187698364,0.0024999999441206455
0.16998738050460815,0.4822160303592682,0.336691677570343,0.16241000592708588,0.4771382212638855,0.31842392683029175,0.0024999999441206455
0.16965968906879425,0.4838317930698395,0.33640095591545105,0.16150544583797455,0.4754285514354706,0.31711357831954956,0.0024999999441206455
0.16827908158302307,0.4807470738887787,0.33427006006240845,0.15874819457530975,0.46824347972869873,0.312309205532074,0.0024999999441206455
